pathway	description	100-A	100-P	71-A	71-P	72-A	72-P	73-A	73-P	74-A	74-P	75-A	75-P	76-A	76-P	77-A	77-P	78-A	78-P	79-A	79-P	80-A	80-P	81-A	81-P	82-A	82-P	83-A	83-P	84-A	84-P	85-A	85-P	86-A	86-P	87-A	87-P	88-A	88-P	89-A	89-P	90-A	90-P	91-A	91-P	92-A	92-P	93-A	93-P	94-A	94-P	95-A	95-P	96-A	96-P	97-A	97-P	99-A	99-P	PCR-Blank1	PCR-Blank2	Positive1	Positive2	Reagent-Blank1	Reagent-Blank2
PWY-6531	mannitol cycle	1007.0379481226438	593.6420098926976	968.1196181690792	1035.339374016817	355.0985190489734	785.966195745165	316.0129146152526	1787.31138932589	6009.74006091893	2716.2102794164884	2053.2089884109223	1575.412970493375	154.5205695083216	546.1942437665956	20.79313984182668	1633.0860415283437	41.31711286549629	1436.027820235541	414.1536249044213	3150.113276827541	187.1546600885996	160.98452879272742	418.4655499291519	79.92393993577586	491.7080790302219	1399.367724720605	2087.632689979853	6002.839138452849	701.0133128734731	175.86971180136163	129.37208279486356	1154.423088258964	0.0	468.3547035262068	5029.152594646937	0.0	1051.0222348263137	928.7341162140154	284.8719609568539	920.1828504668116	535.6235041276115	192.89147054320455	390.6662676238537	385.4478417312459	54.70322575884324	1423.644624498553	622.7372641983577	719.1750020248361	1635.6461983657316	1298.2722054340322	122.71301225563566	88.12420881035956	1253.3959989452933	683.6854879482139	329.9459024311288	1590.808079427386	0.0	162.17645943688137	4956.959088766796	490.05949544495775	7.997307575665165	0.0	5214.182632612846	0.0
PWY-6562	norspermidine biosynthesis	533.7444631539282	516.9130709318829	1026.222008067716	204.01509078269387	197.3063249533984	1454.408925827655	488.8093224711351	479.21347010917793	6717.223808132887	2735.300329815316	2029.9225416621657	284.99900773003554	9.377808058322662	337.5964033369287	5.977654557308614	182.3441572671021	55.865089203636536	183.5789843172852	95.5411180700878	314.85921235186294	11.934736661104331	85.35616425064023	3.997368988829365	132.62639619422774	3055.3270302819938	207.7838611427832	2461.1206475453496	6626.336499094832	13.47027437119021	27.93538586257737	680.5785744779707	1229.180909157214	0.0	294.5374174883503	2576.3536722670315	0.0	888.0018498716512	675.2447262965754	173.83797171739872	349.39208217666	127.931823401848	281.1209986991157	347.1648810167046	241.58862913040616	67.08967929197269	374.6184868180376	395.6760262838808	723.8546731062561	842.0328918038853	174.29746831428193	71.09112200744626	2.992637321404399	650.9883175591012	210.191022959251	227.8254016937369	1201.3153712490775	0.0	21.218748717698222	6017.528271033033	0.0	1.048717119893984	0.0	5549.92055270895	0.0
PWY-6565	superpathway of polyamine biosynthesis III	537.1773439989471	134.94575828217728	234.1414834883596	176.12163794940687	112.59033903809927	1489.5721188351574	420.9758180410091	482.9830562341289	7252.701955024831	3019.0905459380906	2086.582892475932	284.20903048055186	9.42834890291509	11.852570010934578	5.9885961609741525	143.48606692820982	48.51943478787384	184.56890123247769	35.180109366703334	90.5424981215707	0.0	59.82260607701127	0.0	150.3296961314951	3160.6721089048187	208.45931780249992	2589.9292097131324	7308.210434224237	13.474143549556644	23.577662670084667	684.8848563746024	869.0278782170042	0.0	296.88992650753204	2725.0294506095984	0.0	903.438489861094	422.8506006939427	126.31228856323902	360.3780470677168	128.33466959856796	52.2444667748865	351.1306487703244	243.9576934264314	72.21255889670034	380.7720025774706	283.45763815561486	744.7114632759626	856.5793805017796	0.0	36.43413400287595	2.992728079705607	665.0651771549778	212.645653100082	109.41602912045724	1251.3710151275611	0.0	21.227573974222047	6240.441071420797	0.0	0.0	0.0	5791.66000079601	0.0
PWY-6588	pyruvate fermentation to acetone	722.5030148414411	0.0	230.8357129681469	7.991332395624599	0.0	13.987486739165105	356.70270154858946	1.6598250158004109	0.0	0.0	904.23861930334	6.798044059581943	0.0	8.405459049417733	0.0	1.1997619342213182	11.906729929209169	0.0	2.9992348222362684	0.0	5.99887603821879	0.0	0.0	1.6573121091501957	533.9886490120667	0.0	608.5589725345379	0.0	0.0	0.0	0.0	6.9960459057790665	0.0	23.96427712303048	0.0	0.0	199.5748714054552	0.0	509.8330078476668	2.998142899978084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2060.22097828336	0.0	11.97645775376581	0.0	210.03462409911492	0.0	0.0	133.0943185318424	0.0	0.0	0.0	0.0	0.0	0.0	644.0245384051083	0.0
PWY-6595	superpathway of guanosine nucleotides degradation (plants)	8330.696056421528	744.9798024516424	4601.720403419725	1461.847791267331	1877.8197538805125	4084.570445223713	3691.1202173460456	3139.773345638921	11610.565336909283	5169.473864454711	6185.965021400551	3852.290492039556	378.5593573075794	716.0495537739394	351.54363119213724	1526.560614791636	825.471075295094	4378.547287512662	4563.023766905041	1350.4405871219135	11480.320658217644	436.8227076408055	2022.5702752937657	489.0212179554854	4003.860157200914	3747.162162704209	5805.507221026383	11843.886248505873	1134.1631090490214	158.28718628100782	2523.0615761487898	2430.6541220185804	0.0	2322.146265938281	4495.856963835235	0.0	3494.435186746387	2006.0938011973017	2001.2845751720515	1296.1932981930763	2356.574949611515	521.2357072532811	1905.902557174985	1559.3651278915484	175.10489612270302	1760.0684392811072	766.2622298825588	1879.415061275286	2993.5036441596526	1088.3592188743069	571.793687699544	65.1145346417139	2021.240080933417	693.4288070636023	1485.92988110138	2634.614988650763	32.15419225966322	642.1069882481719	10268.048183155704	7055.795147402135	18212.14931253891	13337.995131546731	10794.256265674558	14.978426700151248
PWY-6606	guanosine nucleotides degradation II	11745.130333283854	3955.796991193917	9570.968781041363	2443.819802918278	7289.587586022926	6386.775308108956	4815.146321639814	5064.730014507752	22263.8031657456	7166.354042651333	13207.562955830124	8313.020579635975	523.441105127564	1139.6330907240888	1135.668637811959	2887.9759171445585	1527.9483565893402	6776.815172520295	11731.226728721997	3538.2794542185748	12825.03108584898	645.1212561211217	7107.102459901945	759.2292516509962	11236.85488870945	7973.340189854886	11020.061979455511	17217.92288466526	2213.4292569461763	366.82777887015374	12462.1900921908	8025.778937506492	0.0	5976.4380299753175	18801.05520435167	0.0	5290.948834594548	2425.154461358697	4649.2003533017805	1762.7077828343515	4806.888256088963	1114.0198575784527	2644.479065721651	3871.3580572390415	221.4433430684101	5939.2342241667175	1887.182167034267	3919.269950840088	7803.838209807786	3122.936309991524	1277.1400450739543	137.5812014801058	2757.745032780706	1095.0939441211626	4666.096617720739	3193.0800822910937	64.98747012528182	1067.5443906668438	31201.130465675116	48459.16755580244	22523.35165939306	16372.373481048711	37248.11243614111	6896.8421248168015
PWY-6607	guanosine nucleotides degradation I	7852.38988674967	751.3381263658582	4719.099757244514	1256.8235059280607	1915.5460221346568	4038.0426331145054	3965.630644784929	3277.5987330106746	12715.70551308469	7166.354042651333	6451.358715674514	3907.313236516208	332.4332185331577	1139.6330907240888	261.1613158713488	1233.8135837938032	670.3091461588522	3709.125452659313	3487.1020860300414	1031.6190774272516	12825.03108584898	645.1212561211217	1487.8709644980872	759.2292516509962	4102.628860780478	3835.567934228578	6121.940494137189	13369.991641976843	1084.1067490754488	125.58578169737405	2530.826772899864	2535.1603890732217	0.0	2452.5513432362864	4636.537203452238	0.0	3577.792351374064	2004.938285213512	4649.2003533017805	1762.7077828343515	2429.229684500119	519.0670654894925	1915.3765009352376	1621.0217497410074	197.4099468174341	1811.592159990987	745.2353229529718	1887.2225404583844	3153.283178506017	1072.428947771534	544.7923046150207	51.65558758578214	2169.74059193987	621.9725970396421	1488.2111540081028	2717.5533733555008	30.780056592884527	604.114036926918	10524.237536135404	7161.765184852385	22523.35165939306	16372.373481048711	11049.000770924586	6896.8421248168015
PWY-6608	guanosine nucleotides degradation III	7804.926729969639	3955.796991193917	9570.968781041363	1454.858398947949	7289.587586022926	6386.775308108956	4815.146321639814	5064.730014507752	22263.8031657456	4846.387536170278	13207.562955830124	8313.020579635975	252.4976351549298	477.9365728714023	234.65759592243452	1030.665297368275	551.7093700245044	2987.70418605427	3112.5217569787287	908.1204345187864	8204.846213723646	291.586428016294	1361.0163681676515	326.43868825916843	11236.85488870945	7973.340189854886	11020.061979455511	17217.92288466526	2213.4292569461763	141.5718392190433	12462.1900921908	8025.778937506492	0.0	5976.4380299753175	18801.05520435167	0.0	5290.948834594548	2309.653615321975	1621.8481648204156	1096.0066763096263	4806.888256088963	1114.0198575784527	2644.479065721651	3871.3580572390415	221.4433430684101	5939.2342241667175	1887.182167034267	3919.269950840088	7803.838209807786	3122.936309991524	1277.1400450739543	63.03676065041042	2757.745032780706	681.3807364204304	4666.096617720739	2804.541536033096	64.98747012528182	1067.5443906668438	31201.130465675116	48459.16755580244	18495.663888975847	13761.722267297924	37248.11243614111	9.994396848928764
PWY-6609	adenine and adenosine salvage III	25337.317887689656	37229.02994552336	25793.909726665897	23902.42765126136	26870.53975144071	26080.387535434704	13443.828531029636	30450.281632849656	29691.065004056563	27982.956250006173	26574.77016293372	33771.776188060954	98489.36778097636	79424.23264149463	36958.44673302772	25300.07736127892	43763.44632053324	40268.53204636644	41408.35188151527	47562.93867845868	46824.37686417313	44992.868271900414	44474.98225391124	48612.69671339542	29118.023515779103	31829.999631295985	23694.93469990481	26743.31770589757	12774.66387985173	36668.45280876349	21113.11941752393	27582.28406934981	0.0	18940.90969730758	29206.728515017912	139.8857142857143	26141.92047087879	37701.42431377434	8450.957205787938	20812.474332426027	12709.11611325586	11235.179527446007	11145.806063716722	11099.674110660848	264.5609058727084	25859.717393999843	43716.57658838155	33886.44108942465	13484.722830175086	35550.91897197485	23812.76775510846	20199.786271165045	7553.945758626507	15480.274299073211	15471.820552753152	41904.344378725255	292.0994792879151	28787.53009232888	24799.72563136304	23117.59226831437	23488.86529667759	16464.76812914214	24225.551536964795	13472.422478961633
PWY-6612	superpathway of tetrahydrofolate biosynthesis	24537.738301919	38778.64126693803	23622.837976664643	19152.548501368343	24341.886500795565	18656.423462164767	11079.837475303182	28320.0036244301	27986.79893680944	20748.724479016517	21896.98715535539	26399.50038637669	88045.35230998007	70946.86733942447	32716.46848076472	22783.959977037044	39108.607884476645	35738.77200332344	36276.01767751041	45531.97245165051	37989.07763925042	40251.74528561634	38900.12810469556	43458.46060633489	22761.59813695834	27286.99207080497	15831.645951468456	21652.04543457523	9244.887995286195	32676.470705967426	19024.02137505738	23371.38153841924	0.0	14538.550234356073	27304.56824437123	94.41554898233304	22183.312708540547	31268.180507407746	5451.788334335875	16845.69554633839	11712.26678722092	10328.488546886058	9893.085550308237	9110.640304588638	226.98506190369255	21331.008268778816	30143.0674212007	26164.899564835072	8954.993916595882	26120.373057380093	24866.075320324595	22203.126950151	7633.453821256044	18011.332360536053	13707.043620453533	35411.39674951384	284.7707467690302	27403.033756374884	24320.56451720244	26461.5609352164	17578.820877072405	12494.779294263271	26021.526454440736	6661.2420546441945
PWY-6628	superpathway of L-phenylalanine biosynthesis	21190.088607010333	37735.59038455994	19612.995505627605	19042.00369758495	22077.877901921216	18423.070525314382	12817.758043301284	28032.734149934724	26414.76548509416	19041.84721589784	20593.18585667413	26845.80972087449	90581.49507764388	73006.19514812899	33509.6621140404	23181.81624471311	40031.09736897439	35910.40878353538	34309.48831672616	45942.73646541595	36656.64945082253	41438.68569342143	38724.28563196884	44708.781993543125	19820.914587849853	28092.007896103303	17547.15133995278	21944.811757894477	10144.336747276902	30625.223872271155	16886.925598659265	21241.302665715117	0.0	16250.897199545894	26436.11267845339	87.02260487895906	21357.46965672419	30665.08158204838	5523.973377592104	16004.898050459771	11832.52919937282	10009.0339429072	9306.788625490197	9228.07002237553	288.1262616503778	18986.721535901022	27970.0657284351	25825.20347373665	9836.353431352622	25106.97183354381	23459.933563636914	22906.48331869595	7372.515809623911	17431.28287086111	11375.197165058358	34584.9341918115	247.13495824236375	25856.322443928817	25092.80556456556	25277.05521764765	13973.04588114256	9744.409780925169	26148.706318141358	7247.452375095618
PWY-6630	superpathway of L-tyrosine biosynthesis	21862.79423900437	37638.18821294693	19592.766669631208	19009.38695146963	23484.50969427084	18364.2140035855	12767.617633979336	27980.62359376344	25447.30547446811	18910.001815051644	20245.21335921741	26798.233235781663	90589.03131356368	73025.73295375938	33514.03651272585	23123.580137886947	40034.426400166725	35881.37105287759	34417.33789986943	45907.74922934763	36839.54443616542	41438.90863511183	38688.674164576834	44704.31042614917	19631.033159631566	28090.0682819608	17292.53584333198	21441.12377902645	10139.316460829485	30625.223872271155	16836.47839471268	21186.701254610434	0.0	16239.129441403882	25787.30406537247	87.02260487895906	21250.97371710829	30531.86067102049	5446.766095856018	15981.48780338384	12030.14851007354	10000.906017583253	9279.399934922358	9176.643108842589	283.1334378250208	18861.00438027647	27926.34158889077	25776.189392732376	9583.64904475941	24982.42626616656	23474.96049071647	22906.10447813856	7304.903824956896	17401.540764892266	11374.0707426359	34531.78840464127	243.86411911966675	25849.586905618195	24649.4173638602	25208.598839870625	13971.07919660354	9744.409780925169	25585.80597764068	7246.641715052243
PWY-6641	superpathway of sulfolactate degradation	0.0	0.0	218.08997406076352	0.0	0.0	0.0	44.52975203708694	0.0	70.7624839380988	0.0	545.2583458656383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.813308307802671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.78665281695277	0.0	7.17064775450902	0.0	0.0	0.0	13.327286699020926	0.0	0.0	0.0	0.0	0.0	4.99127997193482	0.0	0.0	0.0	115.16680331370256	0.0	0.0	306.8769215001614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6662	superpathway of quinolone and alkylquinolone biosynthesis	206.95868874722152	0.0	0.0	105.20510847121189	7.3338344615106354	348.28773631466373	0.0	0.0	0.0	0.0	73.68565546085398	89.56752689189024	0.0	0.0	0.0	0.0	0.0	0.0	7.9920119177209905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.95504323927896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6672	cis-geranyl-CoA degradation	0.0	0.0	82.56702690402888	15.41344065321778	72.98809988867724	1269.6887032490488	325.73074502234573	1.574562997405633	6113.318620500945	1795.5741359231024	910.42658191518	0.0	0.0	1.327996702344891	0.0	0.0	31.99648846398694	10.666033115050054	17.95689675563489	68.71766888823693	0.0	20.57006867135961	0.0	67.40705195491341	1984.8820229030007	3.428110373095057	1985.6593368237347	6424.88171084706	0.0	0.0	0.0	526.9568914858954	0.0	20.21025380888243	2222.7357371631606	0.0	346.4931563535594	159.89244849319962	122.42191010316236	30.614451973925725	11.190707101836653	0.0	0.0	73.87804377520166	59.99107387542575	382.8299015357307	175.26656717953998	414.909514659536	651.6354620981213	0.0	0.0	0.0	295.3152045983413	0.0	91.9195085842351	129.8444818774453	0.0	0.0	4890.373431815487	0.0	2704.840846407627	1160.7168338054046	4482.470083874431	0.0
PWY-6676	superpathway of sulfide oxidation (phototrophic sulfur bacteria)	0.0	0.0	204.97211731920927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	691.173968844268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.31355643657676	0.0	11.63458520700884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.989512040277985	0.0	0.0	0.0	133.38649954295755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0.0	1.4680851063829785	191.71867413853747	1.4285714285714286	0.0	4.449909393551193	0.0	4.489445364238411	0.0	0.0	93.96503728111908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23972602739726	0.0	0.0	0.0	0.0	79.80817438692098	2.9347826086956523	0.0	0.0	0.0	12.461538461538463	0.0	0.0	0.0	24.55813953488372	2.998257690542648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.973053892215567	0.0	0.0	3.4859154929577465	0.0	0.0	0.0	7.200000000000001	0.0	0.0	0.0	0.0	7.4954693438869615	0.0
PWY-6700	queuosine biosynthesis I (de novo)	25008.856776515644	36547.77535385532	27688.337904299307	19943.35867841709	29047.92507343749	23105.34902615563	12537.158430001542	27393.911516331493	24924.11629469856	17081.212733827415	24302.315640517456	28276.32376571412	98418.45585082856	78704.33942689018	36842.24287075733	24753.57536642105	43842.33341474888	38707.20123213312	42624.921673949255	44302.42936361126	46604.63830019318	44680.009663575765	42846.985144471015	48437.10341349887	22982.42913949895	27822.151903925795	17679.814804119764	20245.91326254917	12561.555315519228	28346.565659429387	19791.38810083074	21790.77262472911	0.0	15584.037815434824	24600.6228013086	85.0	21804.858383252893	29553.494311978448	4967.8951052511175	14045.026180232266	13456.128343973043	10211.72166346911	10239.249240332998	9329.68578882406	250.9171323529412	18692.49891164261	27375.29442775804	24299.593862706864	10934.241221544453	23421.741951264168	26291.708308544858	26077.011929250057	8029.813484047118	17152.832652666337	16324.11688740347	31394.090703461232	321.8131181063329	26541.409233289563	26244.71082847528	22613.856219954552	12033.362829312497	8348.399409042075	26065.207704699227	5590.686160972155
PWY-6703	preQ0 biosynthesis	14850.142297716751	23252.657323196545	13720.956447102351	9370.019904809744	15177.172178702853	8649.788856955696	7082.072157805336	15682.232546141478	19442.673722511045	6500.12068685796	9605.08931136367	13596.973600563875	85681.48530478834	68271.31107758547	31742.893705617447	18648.82032549093	37500.76573678539	28531.568315283792	28430.256592462607	33801.44060410887	28666.48661829278	39185.60649266658	30834.082043986316	42374.12392826087	11618.624288081826	15038.83995315701	10408.880361027766	13802.101764842244	4211.210926257725	15498.155120434472	12172.616495820464	11671.756096295956	0.0	7946.097139751948	16416.908455017197	21.265454545454546	11156.54942329036	13452.35720916446	4093.3314495646464	6633.081335323115	7412.400235865808	6293.206583078746	4729.132856913389	4921.185758108545	207.6762068692311	8802.035048632684	10452.527248905852	12181.31346192217	7781.280618908096	8152.149453492449	16041.77685048888	19845.124956773994	4927.127311111273	12047.971575512396	9681.178598014243	15239.415289054925	111.16311478977671	14398.54358562373	23295.98224637513	24296.5598704355	9265.57001450586	6689.590940071516	23840.075788435268	5589.42238330976
PWY-6731	starch degradation III	6933.13131014264	21008.567841292443	5063.836291629205	10457.508654956308	6781.369111732354	7863.810631087721	6824.021191625381	15132.517358946783	2973.1764300178106	12580.434107780851	7786.524142798974	13149.888310870232	280.7279331813457	1439.8025809678784	112.73904877374358	4583.242520785579	614.2685427557437	7530.428845134648	3022.1259682889045	12918.661121779416	8551.410431044596	462.2699552549712	7535.589533405073	225.4744796487062	8395.982597856668	14465.0757896082	7102.102824661752	4104.962253151388	3051.835304627743	20674.31295879157	5223.113970665526	12046.551841458631	0.0	9918.95585394456	6910.70864964301	75.1531291611185	12014.538978068647	20649.29818345945	1575.112726404985	10242.78672134331	3630.0994982352495	5321.217107501653	5229.416197699302	5222.811913019678	137.87287615538852	13691.198758811066	20737.99527088593	16077.055053554694	383.8552181080752	17124.095604706792	12909.943344811543	11841.86008328769	2177.782616300356	8440.907467027173	2356.084689431508	21415.47679158186	108.974250137506	17060.06734045931	0.0	0.0	8307.993684640263	6471.6574147701	0.0	0.0
PWY-6748	nitrate reduction VII (denitrification)	2535.8849653483444	14961.946170961672	901.5151881443908	3906.831961934197	1240.42974352973	371.2483212811495	2783.7683938400155	8251.209259210158	3818.336882387496	1768.2198914833666	3052.6343986447746	3472.477797755745	50.49622343051412	877.8302220163148	5.593961805608133	2675.427241792589	297.9794013795393	2716.334554047873	734.9052629284713	9818.112823953576	1326.26144795534	229.5589893425173	1711.4297537346729	114.1579451697591	1264.5308944013746	5396.409094432351	0.0	3452.916502640472	358.61087193947384	9605.874790312757	1116.3437305584523	5454.669476646633	0.0	1625.3775422161336	1217.1307920929864	8.571428571428571	2993.1944402566955	6833.592769096304	0.0	3517.280047232937	2147.098469823316	2879.375860099944	1467.7430715342791	882.7483785690272	52.12387207748012	4611.57616175571	2245.59659366318	4495.938867963397	0.0	1730.991526789071	8499.517899201419	13398.65825692194	1620.5849087917622	9111.086310962452	293.0273380917454	8544.161603428453	29.7903381029613	8966.15452411366	0.0	946.3685796116796	0.0	0.0	4.9979199996734405	0.0
PWY-6749	CMP-legionaminate biosynthesis I	384.1287930791058	201.8578624770128	830.246959091072	95.2387301339828	1222.4102356222331	113.6562856258163	0.0	421.5115600468994	0.0	0.0	1379.2588284786198	543.5972421998158	13.998861775853378	101.9247710311835	0.0	250.4337641231117	31.986387273021	197.3643680898216	525.6455054028655	0.0	559.0163816571148	1.499971226274058	34.64215679213821	15.9969831491958	161.15996997091068	619.4516802752702	0.0	0.0	15.982916081333393	137.6644496132102	0.0	0.0	0.0	688.1567020293174	0.0	0.0	145.3913433571035	252.831945977623	0.0	5.998686822264692	508.9173990623031	240.08265694269625	411.5201065481288	0.0	0.0	0.0	0.0	1109.9613995321392	0.0	0.0	90.78359217842832	0.0	76.0476692338486	16.990672008058787	119.22429739285433	352.9118893130618	0.0	38.6271148682042	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6803	phosphatidylcholine acyl editing	4028.580258362068	21336.070134391823	8543.05891965538	6020.6747732779295	4043.827555851784	906.6116472053376	4580.1949113284345	12551.543916522223	5606.075694234373	3580.6146386112728	2659.4984289662693	4798.632760512978	98.83158684014182	771.3683678263427	458.5764736834762	4561.669805750581	350.01649230073383	4888.83096937409	1692.9383290210924	11336.059730987716	10083.490792883567	226.59257330980276	3431.93232572917	156.55573257452616	2032.127641559835	9302.184218926228	2528.043474308796	2933.119631044251	1040.800442399519	11604.065453848554	6595.349650751556	5547.908613925268	0.0	2969.6682485775027	9142.651693085403	21.551020408163264	5101.385752789044	9835.78364403692	4069.855460674965	6061.132939477826	5230.764168573698	4467.119157417615	3502.71073716262	1886.2669361006688	137.78400673146012	5118.363880015124	3110.371820290244	5747.012445843837	2248.159857822696	1479.2055346827988	10097.07801886574	6378.564986143006	2099.870021472717	12055.12239797872	5427.223558286966	11554.512852877127	22.483818401893306	9320.151795132266	9897.55595776714	25347.82998231818	2057.2814318631554	1439.7489590587406	14451.377676507083	5748.18783666377
PWY-6808	dTDP-&alpha;-D-forosamine biosynthesis	118.05932332249328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.867719414806258	0.0	0.0	4.553779965091364	0.0	0.0	24.80807076785726	0.0	5.313864470610414	0.0	0.0	0.0	0.0	0.0	0.0	4.481977252770252	0.0	0.0	0.0	0.0	48.194640916208805	0.0	0.0	0.0	0.0	0.0	2.499831113562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6823	molybdopterin biosynthesis	7767.870465723001	10472.881202491038	8322.26378650606	6100.6742095254185	7485.703716543171	8094.517072365938	5872.253924481689	11239.423245547205	12101.347674545012	7762.413000071725	10160.036531127103	12636.791912884017	97650.81454728	77619.10837206981	35541.77612084647	17995.408484606673	42087.786225130825	28206.650798024355	28254.501359801045	30342.79619354026	23938.30291682655	44245.57112559967	29737.817903971976	48160.04496905314	7328.60632980772	12190.724469824749	7402.839715720363	12516.88280977035	2901.004849007897	10140.20705956185	4504.076636587067	6708.967005859012	0.0	7953.727078184811	15311.867322535682	3.5789473684210527	7088.291711068561	8731.17698077108	3841.147598428769	4812.676361151188	4707.894975609956	3756.651586931876	3087.952431345661	4167.869964045085	168.85748475699992	5618.239136380371	6189.794176087349	8066.42516041758	4155.574248678544	8015.697092830251	10189.884727464136	14455.104272593258	2669.862792503672	4773.681544472479	3820.0830467417545	9844.661439039008	75.6912821527503	8673.2627030404	13573.054584967927	17561.98403175703	16074.46489125312	11456.746917828776	15227.86571337673	6490.830547594288
PWY-6837	fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	139.07985205844903	42.313076961050506	0.0	6.315789473684211	0.0	39.17665826171975	0.0	2.7220447284345046	0.0	0.0	0.0	3.862755189569394	23.12242090784044	75.83760953161445	0.0	3.844911147011309	11.812888452731436	3.730730393806799	0.0	74.42546210215465	0.0	19.710721082681328	1.2000000000000002	7.662055127257366	119.05842304437245	0.0	0.0	366.2396321860273	0.0	12.736800938599922	0.0	0.0	0.0	51.94444444444445	23.956605462287435	0.0	62.0811832019864	3.9738869304086695	0.0	1.9977529857202247	0.0	0.0	0.0	0.0	0.0	0.0	25.642250415258605	0.0	0.0	3.983826948347316	3.6363636363636367	0.0	0.0	4.941176470588236	0.0	15.181376311077004	0.0	0.0	0.0	490.3592024124733	7.988238407480373	0.0	0.0	0.0
PWY-6859	all-trans-farnesol biosynthesis	14127.10743060392	22480.323090956823	5146.867819416263	11760.477519211692	7069.639321078923	8932.248741199723	4903.196790086779	17345.75389104315	20106.2548008366	17077.94247380853	10709.40948277384	16042.317818151709	85893.46159219887	68772.11807190634	31706.39444093437	19205.603902708765	37461.80123409764	30342.46677205865	28929.446180303374	33885.07629650665	26970.00247321622	38958.57045686581	32941.56312239949	42317.60166687599	11780.907309365795	16931.506923633657	11126.435145081618	15911.759935117036	3087.5246966043483	21730.94616805117	9731.65171742812	16236.336193537956	0.0	10972.655116245454	16885.595449060962	75.55555555555554	13821.503506423323	21956.64815403905	5626.929825777016	13038.403528170718	5009.297743618614	6195.377911789768	6112.346634252946	6452.617778226454	173.3655324278711	14896.400652174125	22467.4402569465	18000.25908566009	5157.212016104254	18574.591920552302	13064.745278792076	13385.639800032128	3584.0580610909424	10221.992578228934	4453.122725826329	24186.387581256728	67.684232924746	16615.16798101882	13208.919341552006	15793.557514640175	17232.98163518337	12306.48988697308	13513.161591597764	6490.413985588146
PWY-6891	thiazole component of thiamine diphosphate biosynthesis II	7384.325277894896	5114.702061555052	9182.232298686238	4697.751463499771	6955.813884848755	9438.556611045396	2351.0932537642684	4825.004853634578	9151.797258962844	4091.344128880906	8925.63774510931	9287.495461485574	85605.19957548106	67383.44025309924	31309.78847472068	15104.688835386742	36787.690059597226	23667.197821769278	25661.097821610183	21498.95023780556	22083.498934892603	38230.68234303394	26497.00544003931	42071.12598171332	4913.195585685455	8345.172079357197	1857.093307168603	0.0	0.0	1294.155877527358	4902.593197053395	0.0	0.0	4895.855882935048	0.0	0.0	4239.756754171855	3925.489958993437	4047.696867703922	3383.6573113549384	3667.006229049776	1572.8399712240316	2606.048442951228	2611.6365322589927	0.0	2979.9143762405533	1858.347061203373	3556.92306031118	0.0	4502.292417656194	2305.966100094731	3226.4558545904824	1863.3498305482567	1181.8659662994437	3865.120830063997	0.0	66.80287212631127	1978.270734514886	6595.960231189873	0.0	8964.954672282596	6651.785462703242	0.0	0.0
